,text,hashtags_count
751,"28 DEC - #MERCYMalaysia delivered 500 face masks and 200 bottles of hand sanitisers to IPK Johor Bahru last Thursday.

Visit our FB to find out more
https://facebook.com/MERCYMalaysia

#MERCYMalaysia #mercymalaysiavolunteers #mercyfightscovid19 #covid19 #kitajagakita",6
752,BEST VACCINE to control this COVID-19 outbreak is ourselves. Take care of yourself and your family. Follow the SOP and practice the new norms in everyday life. Source: National Security Council,0
753,"AstraZeneca-Oxford Universityâ€™s Covid-19 vaccine has not reported hospitalisations or severe allergies during clinical trials. 

The company, which will be supplying vaccines to Malaysia early next year, told The Malaysian Insight, interim analysis shows it is safe and effective.",0
754,"Explain Covid-19 Home Quarantine Procedure, MP Tells MOH 

Bandar Kuching MP 
@Kelvinyii88
 says ideally, a positive Covid-19 caseâ€™s entire household should self-isolate together at home to reduce the risk of spreading the virus to the community.Explain Covid-19 Home Quarantine Procedure, MP Tells MOH | CodeBlue
Bandar Kuching MP Dr Kelvin Yii says ideally, a positive Covid-19 caseâ€™s entire household should self-isolate together at home to reduce the risk of spreading the virus to the community.
codeblue.galencentre.org",0
755,"With the coronavirus outbreak sweeping across the globe, sports have not been spared. Letâ€™s take a glance at the impact of COVID-19 on sports events and sports contracts.

#SportsLaw 
@mahwengkwai
 #SportsEvents #SportsContracts #Covid19The Impact of COVID-19 Sports Events and Sports Contracts
Key impacts of COVID-19 on sports events and sports contracts, the relevance force majeure and potential relief for parties in Malaysia.
mahwengkwai.com",4
756,"Stream #lagu dalam #playlist
Top #Meletop
 https://lnk.to/topmeletop
 #spotify
 #FOLLOW
https://open.spotify.com/user/so50122is3m2i01o754olpij8…
 #SUBSCRIBE
https://youtube.com/channel/UCXlMb6pTml9kLegwQdRZzTg…

#topmeletop #youtube
#syoknya #song #hits #trending
#osmberhad #onestopmusic #osm
#covid19 #staysafe
 #malaysia",18
757,"Eight new #COVID-19 clusters detected - Health 
@DGHisham
 

https://bernama.com/en/general/news.php?id=1912994…",1
758,"""He has been seen constantly wearing facial blinds on the set of spread and always observing anyone in violation of the COVID-19 health protocol."" 'Audio Recording #TomCruise Cruise Beaver With Production Crew Breaking SOP COVID-19 Spread' https://suara.tv/16/12/2020/rakaman-audio-tom-cruise-berang-dengan-kru-produksi-langgar-sop-covid-19-tersebar/... via via @SuaradotTVRakaman Tom Cruise's Audio Team With Production Crew Violates SOP COVID- If just mentioned about international famous actress Tom Cruise, whoever doesn't recognize? Recently fussed on social media when tom Cruise's audio clip catalysed words of offensive suara.tv",1
759,"COVID-19 New Cluster By States Report (16/12/2020). 
https://1in1m.proboards.com/thread/21180/covid-status-update-cluster-report… #proboards #KKM #KEMENTERIANKESIHATANMALAYSIA #MKN #MajlisKeselamatanNegara #CMCO #StayHome
 #FightCOVID19 #RentakSejuta 
@KKMPutrajaya",9
760,"COVID-19 Status Update Report (16/12/2020). 
https://1in1m.proboards.com/thread/21180/covid-status-update-cluster-report… #proboards #KKM #KEMENTERIANKESIHATANMALAYSIA #MKN #MajlisKeselamatanNegara #CMCO #StayHome
 #FightCOVID19 #RentakSejuta 
@KKMPutrajaya",9
761,"COVID-19 MALAYSIA STATUS STILL REMAIN 4DIGIT CASES 16.12.2020 @ Kuala Lumpur, Malaysia https://instagram.com/p/CI3Cd6IBZF7/?igshid=148pupeajhfq0…",0
762,"Covid-19: Johor Education Dept, Larkin market ordered closed one week https://thestar.com.my/news/nation/2020/12/16/covid-19-johor-education-dept-larkin-market-ordered-closed-one-week… Covid-19: Johor Education Dept, Larkin market ordered closed one week JOHOR BARU: The Johor Education Department, Larkin public market and Medan Selera Larkin have been ordered to close for a week following the detection of Covid-19 cases. thestar.com.my",0
763,"Malaysians need to pay for vaccine injections #COVID19? May the minister2 of the PN government die in the crates. And the minister is still alive and is hit by parkinson's for life. Quote Tweet NAMED TV @BernamaTV · 11 a.m. The cost of treatment expenses and the COVID-19 vaccine for parents can get tax relief under the expenses of funding medical treatment, special needs and parental care, so the House of Commons is told today. Show this thread",1
764,"""In less than a year, the founder of this glove company has succeeded in adding a wealth of RM13.7 billion as the world is struggling with the Covid-19 pandemic."" https://ekonomirakyat.com.my/pengasas-top-glove-bakal-terima-rm460-juta-dividen/…",0
765,Let's #lagu in #playlist #LaguTerbaru https://lnk.to/laguterbaru #spotify #joox #deezer #kkbox #youtube #youtubemusic #SUBSCRIBE https://youtube.com/channel/UCXlMb6pTml9kLegwQdRZzTg… #lagubaru #syoknya #song #hits #trending #osmberhad #onestopmusic #osm #covid19 #staysafe #malaysia,21
766,"As of 16 December 2020, a total of 541 individuals were screened, of which 56 cases were detected positively for COVID-19 in this cluster. Source: Ministry of Health Malaysia",0
767," #INFO GALAXY PEAK CLUSTER (New)

The cluster involves the districts of Kuala Selangor and Klang in the state of Selangor.

Cases for this cluster have been reported to be COVID-19 positive starting on 14 December 2020 through targeted screening at a warehouse.",1
768,"If you know father is positive covid19, before another nigk org, the time ni family itself is wrong.. if he was warded kiteorg queue2 babysitted near the hospital.. you can't send it, you can't take care of it. Good luck2 for dad",0
769,".
@IFRCAsiaPacific
 ups readiness for #TCYasa as count of #ClimateRelated disasters in 2020 continues to increase amidst #COVID19 
@ifrc
 @TRF_ClimateQuote Tweet
TRF Climate
@TRF_Climate
 · 9h
Asia-Pacific has faced a record number of #climate-related #disasters in 2020, affecting tens of millions of vulnerable people already hit hard by the #COVID19 pandemic, says Red Cross @IFRCAsiaPacific @ifrc @RCClimate @CAREGlobal #floods #storms https://tmsnrt.rs/34l0Qj0",8
770,Get excise release for COVID-19 vaccine. So get paid for nothing? Sis reing. Quote Tweet Firdausi Fauzi @Firdausi_Fauzi · 6 a.m. So tax relief for what if vaccine free? twitter.com/Khairykj/statu...,0
771,"Rapid Rail assures that the services of the Kelana Jaya LRT line and other rail networks under its management are safe despite 2 staff members contracting Covid-19.

The company says trains undergo sanitisation and cleaning work every day during peak hours and after operations.",0
772,"#Covid19 does not discriminate, it's a public health concern. 

I understand that it will incur costs to provide wider vaccination to non-citizens but in this case, we have to make sure everyone is vaccinated against the virus.",1
773,"COVID-19: Seven more deaths, 1,295 new cases - @DGHisham https://bernama.com/bm/news.php?id=1912919#.X9nzSvw0hzQ.twitter…",0
774,"#INFO #Covid19 | Summary of the daily covid-19 case of the state of Selangor, 16 December 2020 The increase of 481 new cases was registered today [476 local, 1 Import B and 4 overseas]. Details of new cases by mukim and district are as follows:... #GrafikMediaSelangor",3
775,"https://themalaysianinsight.com/bahasa/s/290311 Health Director General Dr Noor Hisham Abdullah said 1,295 covid-19 cases were recorded for the past 24 hours. Malaysia records 1,295 new cases of Covid-19 | The Malaysian Insight Dr Noor Hisham said Selangor, Sabah and Kuala Lumpur were still reporting the highest cases. themalaysianinsight.com",0
776,"Check out this animation and see how
 Location
 Proximity
 Time 
can help you make safer choices when you're in an area of widespread #COVID19 transmission.

For more information, go to: http://bit.ly/35hGB6o

#StaySafe",2
777,"EU members to start Covid-19 jabs ‘the same day’EU members to start Covid-19 jabs ‘the same day’
BRUSSELS: The EU’s 27 member countries aim to start Covid-19 vaccinations on “the same day” in a sign of unity, European Commission chief Ursula von d...
thesundaily.my",0
778,"He adds, the tax relief of RM1,000 for vaccination including for Covid-19 also applied to taxpayers, their spouses and children.",0
779,"If you want to go to Tokyo but bought a plane ticket to London (you liked the price), you'll arrive in London no matter what you say

Calling undemocratic system #democracy won't change anything

But it can turn you into #refugee

#TrumpMeltdown #Trump #COVID19 #Resistance #TruthGIF",7
780,"The Covid-19 treatment and vaccine costs for parents of taxpayers can be tax deducted under expenses for medical, special needs, and parental care. 

MOF Deputy Minister Mohd Abdullah says income tax relief for individuals could be claimed up to RM8,000.",0
781,"Kossan finally disclosed Covid-19 cases to the public thru Bursa filing, nearly a day after telling stock analysts first.",0
782,Kampung Puah Lembah Merali River Village Information Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) #IOW #KomunikasiKita #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19,7
783,Statistics of death cases by state as at 16 December 2020. These statistics cover all cases of COVID-19 deaths in Malaysia including the first death case reported on 17 March 2020. #kkm,1
784,"The purchase of the Covid-19 Vaccine which starts next year, is the best decision of a party with expertise in the field. - Mufti of Negeri Sembilan https://fb.watch/2pETlYvaxZ/ #onenews #COVID19Vaccine #N9",3
785,"Today's #Covid19 numbers: - 1,229 new cases (1,227 local transmission and 2 imported cases) - 1,309 recoveries - 13,667 active cases - 4 deaths (415 in total in Malaysia since the pandemic began) - 115 patients in ICU including 65 who are intubated #thevibes #FromEverySide",3
786,"Selangor Journal | Covid-19: Seven deaths, 1,295 new cases recorded today — Health DG https://selangorjournal.my/2020/12/covid-19-seven-deaths-1295-new-cases-recorded-today-health-dg/?utm_source=dlvr.it&utm_medium=twitter…",0
787,"[Infographic] Latest Situation #COVID-19 (As at 16 Dec 2020) [Infographics] #COVID-19 Latest Update (As at Dec 16, 2020)",2
788,"1,295 new cases of Covid-19 were recorded today. (16 December 2020) Selangor (481) - screening results based on foreign workers, Sabah (268) and KL(232) - Ministry of Health Malaysia. #GrafikMediaSelangor",1
789,News Top 4 RancakTV together @sarayamia - Technology &amp; smallholders - Emergency - 104 years old recovering from COVID-19 - Singapore open the door #RancakTV #BeritaTop4,2
790,"Covid-19 News - Wednesday, December 16, 2020: Covid-19 News - Wednesday, December 16, 2020 New cases: my.ambafrance.org",0
791,"Over 16 mil child Covid-19 cases recorded in USOver 16 mil child Covid-19 cases recorded in US
Severe illness due to virus rare among children, more data needed on long-term effects
thevibes.com",0
792,"7 reported deaths due to Covid-19 https://malaysianow.com/berita/2020/12/16/1295-kes-baru-covid-19-481-di-selangor/... via via @MNowNews7 reported deaths due to Covid-19 A total of 1,295 new cases, 1,052 patients recovered. malaysianow.com",0
793,#COVID19 #Selangor #KitaJagaKita https://facebook.com/236299813121124/posts/3523302237754182/?sfnsn=mo…,3
794,KKM will cooperate with @PDRMsia in a report investigation made a private doctor claiming the patient's #COVID19 which had been forged. MOH is grateful to the doctor concerned who made the police report. - @DGHisham,1
795,"#Covid19 #Selangor #KitaJagaKita
 https://facebook.com/236299813121124/posts/3523301267754279/?sfnsn=mo…",3
796,"We are already struggling worldwide due to #COVID19 - how many lost their job and lives. People are just being thankful for whatever job the get to survive. 

#Apple",2
797,7 cases of death reported including 3 non-citizens. The current number of COVID-19 deaths; 429 (together with 0.5% mortality rate). MOH condolences to their family members.,0
798,"#COVID19: Eight new clusters identified, one cluster ends - KP Health",1
799,Just notice whatsapp story a lot. That is to mean that contact dh is increasing throughout the Covid19 season Hmmm,0
800,"KPK Press Statement 16 December 2020 – Current Situation of Coronavirus Disease Infection 2019 (COVID-19) in Malaysia Press Statement 16 December 2020 – Situations During Coronavirus Disease Infection 2019 (COVID... THE LATEST STATUS OF COVID-19 CERTIFIED CASE that has BEEN RECOVERED by the Ministry of Health Malaysia (MOH) wishes to inform that today the number of COVID-19 cured cases is 1,052 cases. This becomes... kpkesihatan.com",0
